,recv_socket,create_open_file,sleep,open_scmanager,load_driver,get_host_by_addr,create_interface,create_mutex,set_value,enum_items,get_computer_name,read_value,open_service,change_service_config,copy_file,exit_windows,enum_modules,bind_socket,enum_keys,delete_value,enum_values,write_value,processes,com_create_instance,enum_user,dump_line,unload_driver,load_dll,create_window,read_section_names,message,get_userinfo,get_file_attributes,find_file,open_file,get_username,create_service,query_value,create_file,move_file,open_key,create_socket,vm_write,delete_file,create_process_as_user,get_system_time,create_mailslot,com_createole_object,listen_socket,enum_share,thread,vm_protect,all_section,vm_mapviewofsection,get_windows_directory,enum_processes,open_url,send_socket,download_file,com_get_class_object,kill_process,load_image,delete_share,create_process,logon_as_user,get_system_directory,set_thread_context,create_process_nt,find_window,vm_allocate,enum_handles,connect_socket,set_file_time,start_service,create_thread_remote,show_window,open_process,impersonate_user,connect,enum_services,process,enum_types,vm_read,check_for_debugger,open_mutex,delete_service,read_section,enum_window,set_system_time,add_netjob,set_windows_hook,control_service,accept_socket,trimmed_bytes,download_file_to_cache,destroy_window,get_host_by_name,set_file_attributes,revert_to_self,create_key,create_thread,enum_subtypes,delete_key,create_directory,remove_directory,create_namedpipe,vm_write_4_24,destroy_window2,destroy_window41,destroy_window9,load_dll189,load_dll180_1063_218_25,open_service4,open_service13,open_url5,open_url9,open_key95,open_key13,open_key767_510_35_42,t_train
1159,0,0,0,0,0,0,0,5,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,1,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1160,2,83,518,1,0,0,0,57,25,0,5,3,0,0,1,0,1,4,0,0,0,0,0,0,0,88,0,1280,8,0,0,0,9,10,297,18,0,344,0,1,267,9,112,5,0,2,0,0,2,0,56,2202,52,0,1,3,2,2,0,0,3,21,0,1,0,22,0,0,0,142,0,1,0,0,19,1,44,3,1,0,24,0,0,3,346,0,0,7,0,0,6,0,0,2,0,5,8,6,0,2,36,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1161,102,71,7,3,0,0,0,70,58,0,19,0,1,0,2,0,0,5,6,5,3,0,0,7,0,1872,0,504,11,0,45,0,11,25,126,15,0,800,8,0,767,14,24,652,0,15,0,0,0,0,24,412,24,0,0,1,5,15,0,1,8,11,0,11,0,59,0,0,5,39,0,7,0,0,9,0,1,5,0,0,12,0,0,8,4,0,0,15,0,0,15,0,0,110,0,0,12,0,1,5,19,0,0,83,68,0,1,0,0,0,0,0,0,0,1,0,0,0,1,10
1162,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,132,7,0,0,0,6,5,13,0,0,241,0,0,95,0,0,0,0,0,0,0,0,0,5,35,5,0,1,0,0,0,0,0,1,2,0,0,0,13,0,0,13,0,0,0,0,0,0,3,3,0,0,0,2,0,0,1,0,0,0,58,0,0,3,0,0,0,0,41,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8
1163,0,11,104,0,0,0,0,12,20,0,0,16,0,0,0,0,41,0,14,0,0,0,0,5,0,0,0,180,12,0,0,0,25,35,145,0,0,308,0,0,300,0,0,0,0,3,0,0,0,0,5,41,5,0,1,7,0,0,0,0,0,2,0,192,0,24,0,0,1,0,0,0,0,0,0,1,40,0,0,0,2,0,0,1,0,0,0,37,0,0,7,0,0,0,0,19,0,6,0,8,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12
1164,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,132,7,0,0,0,6,5,14,0,0,241,0,0,95,0,0,0,0,0,0,0,0,0,4,35,4,0,1,0,0,0,0,0,1,2,0,0,0,13,0,0,3,0,0,0,0,0,0,3,3,0,0,0,2,0,0,1,0,0,0,47,0,0,1,0,0,0,0,41,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8
1165,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,0,0,0,1,4,0,0,0,6,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,12
1166,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,132,7,0,0,0,6,5,13,0,0,241,0,0,95,0,0,0,0,0,0,0,0,0,5,35,5,0,1,0,0,0,0,0,1,2,0,0,0,12,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,1,0,0,0,47,0,0,1,0,0,0,0,41,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8
1167,135,71,7,3,0,0,0,61,58,0,19,0,1,0,2,0,0,5,6,5,3,0,0,7,0,2417,0,480,11,0,52,0,11,25,125,15,0,800,8,0,767,14,24,652,0,15,0,0,0,0,23,420,23,0,0,1,5,17,0,1,8,11,0,11,0,60,0,0,5,39,0,7,0,0,9,0,1,5,0,0,12,0,0,8,1,0,0,15,0,0,15,0,0,144,0,0,12,0,1,5,18,0,0,83,68,0,1,0,0,0,0,0,0,0,1,0,0,0,1,10
1168,0,0,0,0,0,0,0,8,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,4,0,0,0,456,35,1,0,0,10,444,0,13,0,0,1,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,194,0,0,0,2,0,0,1,144,0,0,0,0,0,0,0,0,0,0,100,0,0,1,0,0,0,0,146,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
1169,1,10,0,1,0,0,0,12,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,0,124,1,0,0,0,4,5,17,0,0,40,0,0,35,2,4,0,0,0,0,0,0,0,5,244,5,0,0,0,0,2,0,0,1,2,0,1,0,8,0,0,0,7,0,1,0,0,1,0,0,2,0,0,3,0,0,1,0,0,0,2,0,0,3,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10
1170,1,10,0,1,0,0,0,14,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,0,126,1,0,0,0,4,5,17,0,0,40,0,0,35,2,4,0,0,0,0,0,0,0,5,244,5,0,0,0,0,2,0,0,1,2,0,1,0,7,0,0,0,7,0,1,0,0,1,0,0,2,0,0,3,0,0,1,0,0,0,2,0,0,3,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10
1171,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,132,7,0,0,0,6,5,14,0,0,241,0,0,95,0,0,0,0,0,0,0,0,0,4,35,4,0,1,0,0,0,0,0,1,2,0,0,0,14,0,0,5,0,0,0,0,0,0,3,5,0,0,0,2,0,0,1,0,0,0,47,0,0,1,0,0,0,0,41,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8
1172,1,10,0,1,0,0,0,12,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,0,126,1,0,0,0,4,5,17,0,0,40,0,0,35,2,4,0,0,0,0,0,0,0,5,254,5,0,0,0,0,2,0,0,1,2,0,1,0,7,0,0,0,7,0,1,0,0,1,0,0,2,0,0,3,0,0,1,0,0,0,2,0,0,3,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10
1173,0,88,1079,1,0,0,0,35,27,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1067,0,0,0,0,4,8,340,15,0,396,0,0,283,11,84,3,0,2,0,0,0,0,48,4068,44,0,0,3,7,0,0,0,1,15,0,0,0,8,0,0,0,108,0,0,0,0,22,0,51,2,7,0,17,0,0,1,851,0,0,0,0,0,0,0,0,0,0,0,20,2,0,1,36,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
1174,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,1,0,0,0,0,0,13,0,0,19,0,0,14,0,0,0,0,0,0,0,0,0,0,287,0,0,33,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1175,210,33,253,7,0,0,0,43,69,0,34,50,3,0,3,0,0,5,271,36,23,2,0,338,0,3433,0,466,47,0,0,0,237,84,240,2,0,2003,140,0,2370,21,0,27,0,10,0,0,0,0,40,364,40,0,4,196,5,16,0,207,1,4,0,3,0,85,0,0,43,0,0,11,17,0,0,3,27,11,4,0,5,0,0,3,7,0,0,85,0,0,27,0,0,204,0,64,16,19,0,9,61,0,4,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6
1176,0,0,2,0,0,0,0,14,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,121,14,0,0,0,15,2,14,0,0,268,4,0,94,0,0,0,0,0,0,0,0,0,4,31,4,0,0,0,0,0,0,0,0,2,0,0,0,19,0,0,3,0,0,0,4,0,0,6,0,0,0,0,2,0,0,1,0,0,0,53,0,0,5,0,0,0,0,41,0,4,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8
1177,161,71,7,3,0,0,0,72,58,0,19,0,1,0,2,0,0,5,6,5,3,0,0,7,0,2816,0,488,11,0,47,0,11,25,125,15,0,800,8,0,767,14,24,652,0,3,0,0,0,0,22,372,22,0,0,1,5,15,0,1,8,11,0,11,0,63,0,0,5,39,0,7,0,0,9,0,1,5,0,0,12,0,0,7,12,0,0,14,0,0,15,0,0,169,0,0,12,0,1,5,17,0,0,83,68,0,1,0,0,0,0,0,0,0,1,0,0,0,1,10
1178,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,0,0,0,1,0,1,0,0,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8
1179,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,132,7,0,0,0,6,5,13,0,0,241,0,0,95,0,0,0,0,0,0,0,0,0,5,35,5,0,1,0,0,0,0,0,1,2,0,0,0,13,0,0,1,0,0,0,0,0,0,3,2,0,0,0,2,0,0,1,0,0,0,47,0,0,1,0,0,0,0,41,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8
1180,0,7,4,1,0,0,0,23,33,0,7,10,0,0,0,0,0,0,61,0,6,0,0,130,0,0,0,266,28,0,0,0,32,9,55,2,0,1033,26,0,1263,3,0,16,0,2,0,0,0,0,15,178,15,0,2,0,0,0,1,8,1,4,0,2,0,37,0,0,7,0,0,0,0,0,0,0,4,3,0,0,5,0,0,2,3,0,0,18,0,0,23,0,0,0,0,1,5,0,0,28,16,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1181,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,0,0,0,1,4,0,0,0,6,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,12
1182,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,132,7,0,0,0,6,5,14,0,0,241,0,0,95,0,0,0,0,0,0,0,0,0,4,35,4,0,1,0,0,0,0,0,1,2,0,0,0,14,0,0,4,0,0,0,0,0,0,3,4,0,0,0,2,0,0,1,0,0,0,47,0,0,1,0,0,0,0,41,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8
1183,0,41,2,1,0,0,0,13,49,0,1,20,1,0,36,0,0,0,0,0,0,0,0,9,0,0,0,218,13,0,0,0,84,129,35,0,0,36,0,0,118,2,0,0,0,38,0,0,0,0,6,77,6,0,0,0,0,0,0,0,1,5,0,9,0,22,0,0,2,0,0,0,0,0,0,1,1,0,0,0,6,0,0,1,0,0,0,9,0,0,6,0,0,0,0,6,5,7,0,24,1,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1184,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,132,7,0,0,0,6,5,14,0,0,241,0,0,95,0,0,0,0,0,0,0,0,0,4,35,4,0,1,0,0,0,0,0,1,2,0,0,0,14,0,0,5,0,0,0,0,0,0,3,5,0,0,0,2,0,0,1,0,0,0,47,0,0,1,0,0,0,0,41,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8
1185,35,14,3,0,0,0,0,17,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,4,0,731,0,136,3,0,46,0,0,0,11,4,0,34,0,0,42,3,4,0,0,5,0,0,0,0,6,14,6,0,0,0,0,9,0,1,0,2,0,1,0,14,0,0,0,7,0,1,0,0,1,0,0,0,0,0,2,0,0,1,1,0,0,1,0,0,3,0,0,43,0,0,1,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10
1186,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,0,0,0,1,4,0,0,0,6,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,12
1187,4,3,0,1,0,0,0,6,0,0,7,0,0,0,0,0,0,0,3,0,1,0,0,1,0,19,0,128,0,0,0,0,11,20,32,0,0,280,4,0,118,1,0,0,0,0,0,0,0,0,4,23,4,0,0,0,0,2,0,0,1,2,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1188,0,11,105,0,0,0,0,12,20,0,0,16,0,0,0,0,42,0,14,0,0,0,0,5,0,0,0,191,12,0,0,0,25,35,185,0,0,308,0,0,301,0,0,0,0,3,0,0,0,0,5,41,5,0,1,7,0,0,0,0,0,2,0,192,0,25,0,0,1,0,0,0,0,0,0,1,40,0,0,0,2,0,0,1,0,0,0,38,0,0,7,0,0,0,0,19,0,6,0,8,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1189,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,132,7,0,0,0,6,5,13,0,0,241,0,0,95,0,0,0,0,0,0,0,0,0,5,35,5,0,1,0,0,0,0,0,1,2,0,0,0,13,0,0,4,0,0,0,0,0,0,3,4,0,0,0,2,0,0,1,0,0,0,47,0,0,1,0,0,0,0,41,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8
1190,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,132,7,0,0,0,6,5,13,0,0,241,0,0,95,0,0,0,0,0,0,0,0,0,5,35,5,0,1,0,0,0,0,0,1,2,0,0,0,12,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,1,0,0,0,47,0,0,1,0,0,0,0,41,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8
1191,0,17,44,1,0,0,0,9,19,0,22,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,5,0,0,0,47,6,32,1,0,39,4,1,97,27,0,2,0,0,0,0,0,0,8,11,8,0,12,0,0,0,0,0,0,1,0,0,0,10,0,0,29,0,0,26,0,0,0,0,28,47,0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,4,0,28,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1192,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,132,7,0,0,0,6,5,14,0,0,241,0,0,95,0,0,0,0,0,0,0,0,0,4,35,4,0,1,0,0,0,0,0,1,2,0,0,0,14,0,0,4,0,0,0,0,0,0,3,4,0,0,0,2,0,0,1,0,0,0,48,0,0,3,0,0,0,0,41,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8
1193,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,132,7,0,0,0,6,5,16,0,0,241,2,0,95,0,0,0,0,0,0,0,0,0,4,35,4,0,1,0,0,0,0,0,1,2,0,0,0,14,0,0,8,0,0,0,2,0,0,3,5,0,0,0,2,0,0,1,0,0,0,50,0,0,3,0,0,0,0,41,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8
1194,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,132,7,0,0,0,6,5,14,0,0,241,0,0,95,0,0,0,0,0,0,0,0,0,4,35,4,0,1,0,0,0,0,0,1,2,0,0,0,15,0,0,5,0,0,0,0,0,0,3,5,0,0,0,2,0,0,1,0,0,0,47,0,0,3,0,0,0,0,41,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8
1195,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,132,7,0,0,0,6,5,18,0,0,241,4,0,95,0,0,0,0,0,0,0,0,0,4,35,4,0,1,0,0,0,0,0,1,2,0,0,0,13,0,0,8,0,0,0,4,0,0,3,3,0,0,0,2,0,0,1,0,0,0,52,0,0,1,0,0,0,0,41,0,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8
1196,0,3,3,0,0,0,0,10,0,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,77,7,0,0,0,0,3,1,0,0,105,0,0,53,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1197,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,132,7,0,0,0,6,5,16,0,0,241,2,0,95,0,0,0,0,0,0,0,0,0,4,35,4,0,1,0,0,0,0,0,1,2,0,0,0,13,0,0,1,0,0,0,2,0,0,3,2,0,0,0,2,0,0,1,0,0,0,47,0,0,1,0,0,0,0,41,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8
1198,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,132,7,0,0,0,6,5,13,0,0,241,0,0,95,0,0,0,0,0,0,0,0,0,5,35,5,0,1,0,0,0,0,0,1,2,0,0,0,14,0,0,6,0,0,0,0,0,0,3,5,0,0,0,2,0,0,1,0,0,0,48,0,0,1,0,0,0,0,41,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8
1199,48,10,2,0,0,0,0,17,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,4,0,927,0,135,3,0,59,0,0,0,10,4,0,33,0,0,41,3,4,0,0,1,0,0,0,0,8,36,8,0,0,0,0,9,0,1,0,2,0,1,0,13,0,0,0,7,0,1,0,0,1,0,0,0,0,0,2,0,0,1,1,0,0,1,0,0,3,0,0,55,0,0,1,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
1200,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,6,0,0,0,50,0,10,0,0,9,8,0,10,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1201,1,10,0,1,0,0,0,14,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,0,127,1,0,0,0,4,5,17,0,0,40,0,0,35,2,4,0,0,0,0,0,0,0,5,244,5,0,0,0,0,2,0,0,1,2,0,1,0,8,0,0,0,7,0,1,0,0,1,0,0,2,0,0,3,0,0,1,2,0,0,2,0,0,3,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10
1202,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,132,7,0,0,0,6,5,16,0,0,241,2,0,95,0,0,0,0,0,0,0,0,0,4,35,4,0,1,0,0,0,0,0,1,2,0,0,0,14,0,0,3,0,0,0,2,0,0,3,3,0,0,0,2,0,0,1,0,0,0,48,0,0,1,0,0,0,0,41,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8
1203,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,0,0,0,1,4,0,0,0,6,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,12
1204,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,9,0,0,0,2,0,0,0,0,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,5,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1205,0,3,4,1,0,0,0,9,9,0,3,94,1,0,0,0,0,0,3,0,2,0,0,20,0,0,0,273,12,0,0,0,153,6,36,1,0,259,0,0,136,0,0,0,0,5,0,0,0,0,8,79,8,0,1,0,0,0,0,0,1,2,0,0,0,16,0,0,5,0,0,0,0,0,0,5,8,0,0,0,3,0,0,1,0,0,0,17,0,0,1,0,0,0,0,6,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1206,36,14,3,0,0,0,0,15,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,4,0,741,0,138,3,0,47,0,0,0,11,4,0,34,0,0,42,3,4,0,0,1,0,0,0,0,6,14,6,0,0,0,0,9,0,1,0,2,0,1,0,14,0,0,0,7,0,1,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,3,0,0,43,0,0,1,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10
1207,0,105,45,20,0,0,0,5,30,0,0,14,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1063,4,0,0,0,1242,826,171,0,0,90,6,0,292,0,0,16,0,5,0,0,0,0,35,0,35,0,32,0,0,0,0,0,33,35,0,35,0,20,0,0,0,0,0,0,3,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,18,0,10,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,12
1208,0,2,0,1,0,0,0,7,0,0,5,9,0,0,0,0,0,0,18,0,2,0,0,25,0,0,0,129,9,0,0,0,4,5,18,1,0,178,0,0,252,0,0,0,0,0,0,0,0,0,3,55,3,0,0,0,0,0,0,1,0,1,0,0,0,14,0,0,3,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,1,0,0,7,0,0,3,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1209,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,1,0,0,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1210,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,132,7,0,0,0,6,5,14,0,0,241,0,0,95,0,0,0,0,0,0,0,0,0,4,35,4,0,1,0,0,0,0,0,1,2,0,0,0,13,0,0,3,0,0,0,0,0,0,3,3,0,0,0,2,0,0,1,0,0,0,47,0,0,3,0,0,0,0,41,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8
1211,0,103,42,18,0,0,0,5,30,0,0,14,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1063,4,0,0,0,1236,825,171,0,0,90,6,0,292,0,0,15,0,5,0,0,0,0,35,0,35,0,32,0,0,0,0,0,33,35,0,35,0,20,0,0,0,0,0,0,3,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,18,0,10,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,12
1212,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,132,7,0,0,0,6,5,14,0,0,241,0,0,95,0,0,0,0,0,0,0,0,0,4,35,4,0,1,0,0,0,0,0,1,2,0,0,0,13,0,0,1,0,0,0,0,0,0,3,2,0,0,0,2,0,0,1,0,0,0,46,0,0,1,0,0,0,0,41,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8
